ENSMUST00000070533.5	Xkr4-201	ENSMUSG00000051951
ENSMUST00000149181.8	Mettl8-211	ENSMUSG00000041975
ENSMUST00000090849.6	Mettl8-201	ENSMUSG00000041975
ENSMUST00000130292.8	Dcaf17-205	ENSMUSG00000041966
ENSMUST00000154704.8	Dcaf17-209	ENSMUSG00000041966
ENSMUST00000135357.8	Dcaf17-207	ENSMUSG00000041966
ENSMUST00000064141.12	Dcaf17-201	ENSMUSG00000041966
ENSMUST00000112159.9	Dcaf17-203	ENSMUSG00000041966
ENSMUST00000112167.9	Dcaf17-204	ENSMUSG00000041966
ENSMUST00000102701.5	Dcaf17-202	ENSMUSG00000041966
ENSMUST00000136299.2	Dcaf17-208	ENSMUSG00000041966
ENSMUST00000028403.3	Cybrd1-201	ENSMUSG00000027015
ENSMUST00000112142.8	Dync1i2-207	ENSMUSG00000027012
ENSMUST00000112139.8	Dync1i2-205	ENSMUSG00000027012
ENSMUST00000112140.8	Dync1i2-206	ENSMUSG00000027012
ENSMUST00000112138.8	Dync1i2-204	ENSMUSG00000027012
ENSMUST00000081710.12	Dync1i2-201	ENSMUSG00000027012
ENSMUST00000112144.9	Dync1i2-208	ENSMUSG00000027012
ENSMUST00000100028.10	Dync1i2-202	ENSMUSG00000027012
ENSMUST00000112136.2	Dync1i2-203	ENSMUSG00000027012
ENSMUST00000151937.8	Slc25a12-206	ENSMUSG00000027010
ENSMUST00000184169.8	Slc25a12-207	ENSMUSG00000027010
ENSMUST00000112122.9	Hat1-202	ENSMUSG00000027018
ENSMUST00000028408.3	Hat1-201	ENSMUSG00000027018
ENSMUST00000037210.9	Metap1d-201	ENSMUSG00000041921
ENSMUST00000037119.4	Dlx1-201	ENSMUSG00000041911
ENSMUST00000126400.2	Dlx1-202	ENSMUSG00000041911
ENSMUST00000152711.2	Dlx1-205	ENSMUSG00000041911
ENSMUST00000145444.2	Dlx1-204	ENSMUSG00000041911
ENSMUST00000024159.8	Dlx2-201	ENSMUSG00000023391
ENSMUST00000112101.8	Itga6-202	ENSMUSG00000027111
ENSMUST00000028522.10	Itga6-201	ENSMUSG00000027111
ENSMUST00000238991.2	Itga6-209	ENSMUSG00000027111
ENSMUST00000155249.2	Itga6-207	ENSMUSG00000027111
ENSMUST00000006669.6	Pdk1-201	ENSMUSG00000006494
ENSMUST00000090826.12	Rapgef4-202	ENSMUSG00000049044
ENSMUST00000102698.10	Rapgef4-203	ENSMUSG00000049044
ENSMUST00000028525.6	Rapgef4-201	ENSMUSG00000049044
ENSMUST00000090824.12	Map3k20-201	ENSMUSG00000004085
ENSMUST00000135469.8	Map3k20-204	ENSMUSG00000004085
ENSMUST00000144111.2	Map3k20-205	ENSMUSG00000004085
ENSMUST00000102691.11	Cdca7-201	ENSMUSG00000055612
ENSMUST00000157019.2	Cdca7-205	ENSMUSG00000055612
ENSMUST00000102689.10	Sp3-202	ENSMUSG00000027109
ENSMUST00000066003.7	Sp3-201	ENSMUSG00000027109
ENSMUST00000112062.2	Gm11084-201	ENSMUSG00000079286
ENSMUST00000028517.13	Ola1-201	ENSMUSG00000027108
ENSMUST00000112055.8	Ola1-203	ENSMUSG00000027108
ENSMUST00000100015.6	Ola1-202	ENSMUSG00000027108
ENSMUST00000090813.6	Sp9-201	ENSMUSG00000068859
ENSMUST00000058615.10	Cir1-201	ENSMUSG00000041777
ENSMUST00000090811.11	Scrn3-201	ENSMUSG00000008226
ENSMUST00000112050.2	Scrn3-202	ENSMUSG00000008226
ENSMUST00000076463.12	Gpr155-202	ENSMUSG00000041762
ENSMUST00000112044.8	Gpr155-204	ENSMUSG00000041762
ENSMUST00000112043.8	Gpr155-203	ENSMUSG00000041762
ENSMUST00000131430.2	Gpr155-206	ENSMUSG00000041762
ENSMUST00000094681.11	Wipf1-201	ENSMUSG00000075284
ENSMUST00000102680.8	Wipf1-203	ENSMUSG00000075284
ENSMUST00000102679.8	Wipf1-202	ENSMUSG00000075284
ENSMUST00000141264.8	Wipf1-205	ENSMUSG00000075284
ENSMUST00000151939.2	Wipf1-207	ENSMUSG00000075284
ENSMUST00000028515.4	Chrna1-201	ENSMUSG00000027107
ENSMUST00000112024.10	Chn1-203	ENSMUSG00000056486
ENSMUST00000180045.8	Chn1-210	ENSMUSG00000056486
ENSMUST00000102677.11	Chn1-202	ENSMUSG00000056486
ENSMUST00000070579.7	Chn1-201	ENSMUSG00000056486
ENSMUST00000229731.2	Chn1-212	ENSMUSG00000056486
ENSMUST00000166199.9	Chn1-209	ENSMUSG00000056486
ENSMUST00000124450.2	Chn1-204	ENSMUSG00000056486
ENSMUST00000154258.8	Chn1-208	ENSMUSG00000056486
ENSMUST00000136953.2	Chn1-206	ENSMUSG00000056486
ENSMUST00000139252.2	Chn1-207	ENSMUSG00000056486
ENSMUST00000135904.2	Chn1-205	ENSMUSG00000056486
ENSMUST00000124737.8	Atf2-208	ENSMUSG00000027104
ENSMUST00000112010.9	Atf2-205	ENSMUSG00000027104
ENSMUST00000090802.11	Atf2-202	ENSMUSG00000027104
ENSMUST00000055833.12	Atf2-201	ENSMUSG00000027104
ENSMUST00000112007.8	Atf2-204	ENSMUSG00000027104
ENSMUST00000112016.9	Atf2-206	ENSMUSG00000027104
ENSMUST00000100009.11	Atf2-203	ENSMUSG00000027104
ENSMUST00000112017.8	Atf2-207	ENSMUSG00000027104
ENSMUST00000173010.8	Atf2-219	ENSMUSG00000027104
ENSMUST00000136958.8	Atf2-212	ENSMUSG00000027104
ENSMUST00000154456.8	Atf2-216	ENSMUSG00000027104
ENSMUST00000128531.8	Atf2-210	ENSMUSG00000027104
ENSMUST00000111996.8	Atp5g3-202	ENSMUSG00000018770
ENSMUST00000018914.3	Atp5g3-201	ENSMUSG00000018770
ENSMUST00000111993.9	Lnpk-203	ENSMUSG00000009207
ENSMUST00000064503.13	Lnpk-201	ENSMUSG00000009207
ENSMUST00000102676.9	Lnpk-202	ENSMUSG00000009207
ENSMUST00000130586.8	Lnpk-206	ENSMUSG00000009207
ENSMUST00000130232.8	Lnpk-205	ENSMUSG00000009207
ENSMUST00000134168.2	Lnpk-207	ENSMUSG00000009207
ENSMUST00000001867.13	Evx2-201	ENSMUSG00000001815
ENSMUST00000173623.2	Evx2-202	ENSMUSG00000001815
ENSMUST00000001872.5	Hoxd13-201	ENSMUSG00000001819
ENSMUST00000001878.6	Hoxd12-201	ENSMUSG00000001823
ENSMUST00000142312.3	Hoxd11-202	ENSMUSG00000042499
ENSMUST00000061745.5	Hoxd10-201	ENSMUSG00000050368
ENSMUST00000059272.10	Hoxd9-201	ENSMUSG00000043342
ENSMUST00000151380.2	Hoxd8-203	ENSMUSG00000027102
ENSMUST00000019749.4	Hoxd8-201	ENSMUSG00000027102
ENSMUST00000074721.6	Hoxd8-202	ENSMUSG00000027102
ENSMUST00000111983.9	Hoxd3-203	ENSMUSG00000079277
ENSMUST00000144544.3	Hoxd3-205	ENSMUSG00000079277
ENSMUST00000111982.8	Hoxd3-202	ENSMUSG00000079277
ENSMUST00000047830.8	Hoxd3-201	ENSMUSG00000079277
ENSMUST00000140666.2	Hoxd3-204	ENSMUSG00000079277
ENSMUST00000047904.4	Hoxd4-201	ENSMUSG00000101174
ENSMUST00000111980.4	Hoxd4-202	ENSMUSG00000101174
ENSMUST00000053932.7	Gm28230-201	ENSMUSG00000100642
ENSMUST00000047793.6	Hoxd1-201	ENSMUSG00000042448
ENSMUST00000028511.8	Mtx2-201	ENSMUSG00000027099
ENSMUST00000111964.8	Hnrnpa3-204	ENSMUSG00000059005
ENSMUST00000111962.8	Hnrnpa3-203	ENSMUSG00000059005
ENSMUST00000111961.8	Hnrnpa3-202	ENSMUSG00000059005
ENSMUST00000164947.9	Hnrnpa3-207	ENSMUSG00000059005
ENSMUST00000090792.11	Hnrnpa3-201	ENSMUSG00000059005
ENSMUST00000141974.2	Hnrnpa3-206	ENSMUSG00000059005
ENSMUST00000102672.5	Nfe2l2-201	ENSMUSG00000015839
ENSMUST00000047232.14	Agps-201	ENSMUSG00000042410
ENSMUST00000111952.9	Agps-202	ENSMUSG00000042410
ENSMUST00000175646.2	Agps-203	ENSMUSG00000042410
ENSMUST00000176056.2	Agps-204	ENSMUSG00000042410
ENSMUST00000176973.2	Agps-206	ENSMUSG00000042410
ENSMUST00000099996.5	Ttc30b-201	ENSMUSG00000075273
ENSMUST00000099995.5	Ttc30a2-201	ENSMUSG00000075272
ENSMUST00000099994.5	Ttc30a1-201	ENSMUSG00000075271
ENSMUST00000124825.2	Pde11a-202	ENSMUSG00000075270
ENSMUST00000099992.10	Pde11a-201	ENSMUSG00000075270
ENSMUST00000144892.2	Pde11a-203	ENSMUSG00000075270
ENSMUST00000028430.6	Cyct-201	ENSMUSG00000056436
ENSMUST00000046389.5	Rbm45-201	ENSMUSG00000042369
ENSMUST00000077972.11	Osbpl6-201	ENSMUSG00000042359
ENSMUST00000111929.8	Osbpl6-202	ENSMUSG00000042359
ENSMUST00000111930.9	Osbpl6-203	ENSMUSG00000042359
ENSMUST00000184442.2	Osbpl6-208	ENSMUSG00000042359
ENSMUST00000002808.7	Prkra-201	ENSMUSG00000002731
ENSMUST00000153471.2	Pjvk-203	ENSMUSG00000075267
ENSMUST00000144817.8	Pjvk-202	ENSMUSG00000075267
ENSMUST00000099986.3	Pjvk-201	ENSMUSG00000075267
ENSMUST00000002809.14	Fkbp7-201	ENSMUSG00000002732
ENSMUST00000176815.2	Fkbp7-204	ENSMUSG00000002732
ENSMUST00000111920.2	Plekha3-201	ENSMUSG00000002733
ENSMUST00000011934.13	Ttn-201	ENSMUSG00000051747
ENSMUST00000099981.10	Ttn-203	ENSMUSG00000051747
ENSMUST00000111882.9	Ttn-205	ENSMUSG00000051747
ENSMUST00000111846.9	Ttn-204	ENSMUSG00000051747
ENSMUST00000134720.8	Ttn-211	ENSMUSG00000051747
ENSMUST00000148747.8	Ttn-218	ENSMUSG00000051747
ENSMUST00000149616.8	Ttn-219	ENSMUSG00000051747
ENSMUST00000152185.8	Ttn-222	ENSMUSG00000051747
ENSMUST00000130915.8	Ttn-210	ENSMUSG00000051747
ENSMUST00000155365.8	Ttn-223	ENSMUSG00000051747
ENSMUST00000128071.8	Ttn-209	ENSMUSG00000051747
ENSMUST00000142251.8	Ttn-216	ENSMUSG00000051747
ENSMUST00000137854.8	Ttn-212	ENSMUSG00000051747
ENSMUST00000156257.2	Ttn-224	ENSMUSG00000051747
ENSMUST00000150741.2	Ttn-220	ENSMUSG00000051747
ENSMUST00000190813.3	Ttn-225	ENSMUSG00000051747
ENSMUST00000151097.8	Ttn-221	ENSMUSG00000051747
ENSMUST00000126515.2	Ttn-208	ENSMUSG00000051747
ENSMUST00000138542.2	Ttn-213	ENSMUSG00000051747
ENSMUST00000099980.10	Ttn-202	ENSMUSG00000051747
ENSMUST00000140091.8	Ttn-215	ENSMUSG00000051747
ENSMUST00000049544.14	Ccdc141-202	ENSMUSG00000044033
ENSMUST00000164114.9	Ccdc141-207	ENSMUSG00000044033
ENSMUST00000179868.2	Ccdc141-210	ENSMUSG00000044033
ENSMUST00000179467.2	Ccdc141-209	ENSMUSG00000044033
ENSMUST00000133503.9	Ccdc141-205	ENSMUSG00000044033
ENSMUST00000111833.3	Ccdc141-203	ENSMUSG00000044033
ENSMUST00000102660.8	Sestd1-202	ENSMUSG00000042272
ENSMUST00000102659.2	Sestd1-201	ENSMUSG00000042272
ENSMUST00000111830.9	Zfp385b-203	ENSMUSG00000027016
ENSMUST00000171063.8	Zfp385b-211	ENSMUSG00000027016
ENSMUST00000090766.12	Zfp385b-201	ENSMUSG00000027016
ENSMUST00000111831.8	Zfp385b-204	ENSMUSG00000027016
ENSMUST00000111829.2	Zfp385b-202	ENSMUSG00000027016
ENSMUST00000111824.8	Cwc22-205	ENSMUSG00000027014
ENSMUST00000111821.9	Cwc22-204	ENSMUSG00000027014
ENSMUST00000065889.10	Cwc22-201	ENSMUSG00000027014
ENSMUST00000111819.8	Cwc22-203	ENSMUSG00000027014
ENSMUST00000111818.8	Cwc22-202	ENSMUSG00000027014
ENSMUST00000127289.8	Cwc22-206	ENSMUSG00000027014
ENSMUST00000128963.2	Cwc22-208	ENSMUSG00000027014
ENSMUST00000124120.2	Ube2e3-203	ENSMUSG00000027011
ENSMUST00000130914.8	Ube2e3-204	ENSMUSG00000027011
ENSMUST00000028398.14	Ube2e3-201	ENSMUSG00000027011
ENSMUST00000121433.2	Ube2e3-202	ENSMUSG00000027011
ENSMUST00000099972.5	Itga4-201	ENSMUSG00000027009
ENSMUST00000156731.8	Cerkl-211	ENSMUSG00000075256
ENSMUST00000143974.2	Cerkl-205	ENSMUSG00000075256
ENSMUST00000041099.5	Neurod1-201	ENSMUSG00000034701
ENSMUST00000111785.9	Itprid2-202	ENSMUSG00000027007
ENSMUST00000111788.8	Itprid2-203	ENSMUSG00000027007
ENSMUST00000111784.9	Itprid2-201	ENSMUSG00000027007
ENSMUST00000090760.9	Ppp1r1c-202	ENSMUSG00000034683
ENSMUST00000040863.11	Ppp1r1c-201	ENSMUSG00000034683
ENSMUST00000111780.3	Ppp1r1c-203	ENSMUSG00000034683
ENSMUST00000102655.10	Pde1a-206	ENSMUSG00000059173
ENSMUST00000102654.11	Pde1a-205	ENSMUSG00000059173
ENSMUST00000183775.8	Pde1a-210	ENSMUSG00000059173
ENSMUST00000102653.8	Pde1a-204	ENSMUSG00000059173
ENSMUST00000090756.11	Pde1a-201	ENSMUSG00000059173
ENSMUST00000102652.10	Pde1a-203	ENSMUSG00000059173
ENSMUST00000102651.10	Pde1a-202	ENSMUSG00000059173
ENSMUST00000134739.2	Pde1a-208	ENSMUSG00000059173
ENSMUST00000057072.6	Prdx6b-201	ENSMUSG00000050114
ENSMUST00000028392.8	Dnajc10-201	ENSMUSG00000027006
ENSMUST00000028389.4	Frzb-201	ENSMUSG00000027004
ENSMUST00000028386.12	Nckap1-201	ENSMUSG00000027002
ENSMUST00000111760.3	Nckap1-202	ENSMUSG00000027002
ENSMUST00000028384.5	Dusp19-201	ENSMUSG00000027001
ENSMUST00000028382.13	Nup35-201	ENSMUSG00000026999
ENSMUST00000124377.2	Nup35-202	ENSMUSG00000026999
ENSMUST00000047527.8	Zfp804a-201	ENSMUSG00000070866
ENSMUST00000143764.9	Fsip2-203	ENSMUSG00000075249
ENSMUST00000136202.2	Fsip2-202	ENSMUSG00000075249
ENSMUST00000132967.2	Fsip2-201	ENSMUSG00000075249
ENSMUST00000081591.7	Zc3h15-201	ENSMUSG00000027091
ENSMUST00000028499.11	Itgav-201	ENSMUSG00000027087
ENSMUST00000141725.3	Itgav-206	ENSMUSG00000027087
ENSMUST00000111740.9	Itgav-202	ENSMUSG00000027087
ENSMUST00000125402.8	Itgav-204	ENSMUSG00000027087
ENSMUST00000131192.2	Itgav-205	ENSMUSG00000027087
ENSMUST00000051454.4	Fam171b-201	ENSMUSG00000048388
ENSMUST00000038223.8	Zswim2-201	ENSMUSG00000034552
ENSMUST00000152829.2	Zswim2-202	ENSMUSG00000034552
ENSMUST00000179192.2	Gm13698-202	ENSMUSG00000094125
ENSMUST00000178325.2	Gm13698-201	ENSMUSG00000094125
ENSMUST00000178960.2	Gm13693-201	ENSMUSG00000094336
ENSMUST00000179448.2	Gm13693-202	ENSMUSG00000094336
ENSMUST00000099951.3	Gm13695-201	ENSMUSG00000096729
ENSMUST00000179504.2	Gm13695-202	ENSMUSG00000096729
ENSMUST00000180347.2	Gm13696-202	ENSMUSG00000096484
ENSMUST00000179311.2	Gm13696-201	ENSMUSG00000096484
ENSMUST00000178533.2	Gm13694-201	ENSMUSG00000096337
ENSMUST00000178655.2	Gm13694-202	ENSMUSG00000096337
ENSMUST00000099948.3	Gm13697-201	ENSMUSG00000095824
ENSMUST00000179552.2	Gm13697-202	ENSMUSG00000095824
ENSMUST00000099947.3	Gm13691-201	ENSMUSG00000079247
ENSMUST00000074262.9	Calcrl-201	ENSMUSG00000059588
ENSMUST00000099944.4	Calcrl-202	ENSMUSG00000059588
ENSMUST00000111722.8	Tfpi-207	ENSMUSG00000027082
ENSMUST00000111718.8	Tfpi-206	ENSMUSG00000027082
ENSMUST00000028487.10	Tfpi-201	ENSMUSG00000027082
ENSMUST00000150261.8	Tfpi-210	ENSMUSG00000027082
ENSMUST00000111711.8	Tfpi-203	ENSMUSG00000027082
ENSMUST00000111714.8	Tfpi-204	ENSMUSG00000027082
ENSMUST00000090732.10	Tfpi-202	ENSMUSG00000027082
ENSMUST00000111717.4	Tfpi-205	ENSMUSG00000027082
ENSMUST00000111696.8	Ctnnd1-222	ENSMUSG00000034101
ENSMUST00000111678.8	Ctnnd1-209	ENSMUSG00000034101
ENSMUST00000111690.8	Ctnnd1-216	ENSMUSG00000034101
ENSMUST00000111695.8	Ctnnd1-221	ENSMUSG00000034101
ENSMUST00000111677.8	Ctnnd1-208	ENSMUSG00000034101
ENSMUST00000111698.8	Ctnnd1-224	ENSMUSG00000034101
ENSMUST00000099941.9	Ctnnd1-204	ENSMUSG00000034101
ENSMUST00000111676.8	Ctnnd1-207	ENSMUSG00000034101
ENSMUST00000111694.8	Ctnnd1-220	ENSMUSG00000034101
ENSMUST00000111675.8	Ctnnd1-206	ENSMUSG00000034101
ENSMUST00000067232.10	Ctnnd1-203	ENSMUSG00000034101
ENSMUST00000111689.8	Ctnnd1-215	ENSMUSG00000034101
ENSMUST00000111687.8	Ctnnd1-213	ENSMUSG00000034101
ENSMUST00000111692.8	Ctnnd1-218	ENSMUSG00000034101
ENSMUST00000111685.8	Ctnnd1-211	ENSMUSG00000034101
ENSMUST00000111686.8	Ctnnd1-212	ENSMUSG00000034101
ENSMUST00000111688.8	Ctnnd1-214	ENSMUSG00000034101
ENSMUST00000111693.8	Ctnnd1-219	ENSMUSG00000034101
ENSMUST00000111684.8	Ctnnd1-210	ENSMUSG00000034101
ENSMUST00000111670.9	Ctnnd1-205	ENSMUSG00000034101
ENSMUST00000111697.9	Ctnnd1-223	ENSMUSG00000034101
ENSMUST00000036811.13	Ctnnd1-201	ENSMUSG00000034101
ENSMUST00000066177.10	Ctnnd1-202	ENSMUSG00000034101
ENSMUST00000111691.2	Ctnnd1-217	ENSMUSG00000034101
ENSMUST00000189772.2	Gm28635-201	ENSMUSG00000101645
ENSMUST00000133437.3	Btbd18-201	ENSMUSG00000086598
ENSMUST00000117299.10	Selenoh-203	ENSMUSG00000076437
ENSMUST00000102647.11	Selenoh-202	ENSMUSG00000076437
ENSMUST00000189636.8	Selenoh-205	ENSMUSG00000076437
ENSMUST00000102646.4	Selenoh-201	ENSMUSG00000076437
ENSMUST00000189988.3	Selenoh-206	ENSMUSG00000076437
ENSMUST00000111664.8	Tmx2-202	ENSMUSG00000050043
ENSMUST00000111665.8	Tmx2-203	ENSMUSG00000050043
ENSMUST00000053664.9	Tmx2-201	ENSMUSG00000050043
ENSMUST00000152149.2	Tmx2-206	ENSMUSG00000050043
ENSMUST00000102645.4	Med19-201	ENSMUSG00000027080
ENSMUST00000035840.6	Zdhhc5-201	ENSMUSG00000034075
ENSMUST00000165219.8	Clp1-203	ENSMUSG00000027079
ENSMUST00000028475.9	Clp1-201	ENSMUSG00000027079
ENSMUST00000238573.2	Ypel4-205	ENSMUSG00000034059
ENSMUST00000090729.9	Ypel4-201	ENSMUSG00000034059
ENSMUST00000111643.3	Ypel4-202	ENSMUSG00000034059
ENSMUST00000181711.2	Gm19426-201	ENSMUSG00000097187
ENSMUST00000023994.10	Serping1-201	ENSMUSG00000023224
ENSMUST00000111641.2	Serping1-202	ENSMUSG00000023224
ENSMUST00000102642.9	Ube2l6-201	ENSMUSG00000027078
ENSMUST00000150325.2	Ube2l6-202	ENSMUSG00000027078
ENSMUST00000028471.6	Smtnl1-201	ENSMUSG00000027077
ENSMUST00000028470.10	Timm10-201	ENSMUSG00000027076
ENSMUST00000111631.2	Timm10-202	ENSMUSG00000027076
ENSMUST00000121114.8	Slc43a1-204	ENSMUSG00000027075
ENSMUST00000146816.8	Slc43a1-206	ENSMUSG00000027075
ENSMUST00000028469.14	Slc43a1-201	ENSMUSG00000027075
ENSMUST00000111624.8	Slc43a1-202	ENSMUSG00000027075
ENSMUST00000111625.2	Slc43a1-203	ENSMUSG00000027075
ENSMUST00000151799.8	Rtn4rl2-203	ENSMUSG00000050896
ENSMUST00000054514.6	Rtn4rl2-201	ENSMUSG00000050896
ENSMUST00000130278.2	Slc43a3-202	ENSMUSG00000027074
ENSMUST00000138719.8	Slc43a3-203	ENSMUSG00000027074
ENSMUST00000141650.8	Slc43a3-204	ENSMUSG00000027074
ENSMUST00000090726.6	Slc43a3-201	ENSMUSG00000027074
ENSMUST00000028467.6	Prg2-201	ENSMUSG00000027073
ENSMUST00000028466.12	Prg3-201	ENSMUSG00000027072
ENSMUST00000028465.14	P2rx3-201	ENSMUSG00000027071
ENSMUST00000111613.8	P2rx3-202	ENSMUSG00000027071
ENSMUST00000111616.3	P2rx3-203	ENSMUSG00000027071
ENSMUST00000077798.13	Ssrp1-201	ENSMUSG00000027067
ENSMUST00000168266.8	Ssrp1-209	ENSMUSG00000027067
ENSMUST00000130729.3	Ssrp1-204	ENSMUSG00000027067
ENSMUST00000111605.9	Tnks1bp1-202	ENSMUSG00000033955
ENSMUST00000048400.4	Tnks1bp1-201	ENSMUSG00000033955
ENSMUST00000238769.2	Tnks1bp1-208	ENSMUSG00000033955
ENSMUST00000057019.9	Aplnr-201	ENSMUSG00000044338
ENSMUST00000184728.2	Aplnr-202	ENSMUSG00000044338
ENSMUST00000234905.3	Lrrc55-204	ENSMUSG00000075224
ENSMUST00000099930.9	Lrrc55-201	ENSMUSG00000075224
ENSMUST00000111601.2	Lrrc55-202	ENSMUSG00000075224
ENSMUST00000234267.3	Lrrc55-203	ENSMUSG00000075224
ENSMUST00000216347.2	Olfr987-203	ENSMUSG00000075223
ENSMUST00000099929.3	Olfr987-201	ENSMUSG00000075223
ENSMUST00000111598.2	Olfr987-202	ENSMUSG00000075223
ENSMUST00000111597.3	Olfr988-202	ENSMUSG00000075222
ENSMUST00000215511.2	Olfr988-203	ENSMUSG00000075222
ENSMUST00000099928.3	Olfr988-201	ENSMUSG00000075222
ENSMUST00000214895.3	Olfr992-203	ENSMUSG00000075221
ENSMUST00000213749.2	Olfr992-202	ENSMUSG00000075221
ENSMUST00000099927.2	Olfr992-201	ENSMUSG00000075221
ENSMUST00000215617.2	Olfr992-204	ENSMUSG00000075221
ENSMUST00000099926.2	Olfr993-201	ENSMUSG00000075220
ENSMUST00000214679.2	Olfr994-202	ENSMUSG00000075219
ENSMUST00000217218.3	Olfr994-204	ENSMUSG00000075219
ENSMUST00000099925.2	Olfr994-201	ENSMUSG00000075219
ENSMUST00000216933.2	Olfr995-202	ENSMUSG00000075218
ENSMUST00000099924.3	Olfr995-201	ENSMUSG00000075218
ENSMUST00000099923.2	Fads2b-201	ENSMUSG00000075217
ENSMUST00000077075.5	Olfr996-201	ENSMUSG00000111179
ENSMUST00000215083.3	Olfr998-202	ENSMUSG00000111454
ENSMUST00000052307.5	Olfr998-201	ENSMUSG00000111454
ENSMUST00000216571.2	Olfr1000-203	ENSMUSG00000075215
ENSMUST00000213837.2	Olfr1000-202	ENSMUSG00000075215
ENSMUST00000099921.2	Olfr1000-201	ENSMUSG00000075215
ENSMUST00000121340.2	Olfr1001-ps1-201	ENSMUSG00000111566
ENSMUST00000215548.3	Olfr1002-202	ENSMUSG00000075214
ENSMUST00000099920.2	Olfr1002-201	ENSMUSG00000075214
ENSMUST00000099918.5	Olfr154-201	ENSMUSG00000075212
ENSMUST00000216084.2	Olfr1006-202	ENSMUSG00000075211
ENSMUST00000099917.4	Olfr1006-201	ENSMUSG00000075211
ENSMUST00000054868.2	Olfr1008-201	ENSMUSG00000050603
ENSMUST00000216443.3	Olfr1009-203	ENSMUSG00000043226
ENSMUST00000055517.3	Olfr1009-201	ENSMUSG00000043226
ENSMUST00000216831.3	Olfr1010-201	ENSMUSG00000110879
ENSMUST00000214255.2	Olfr1012-202	ENSMUSG00000075210
ENSMUST00000214958.2	Olfr1012-203	ENSMUSG00000075210
ENSMUST00000099916.2	Olfr1012-201	ENSMUSG00000075210
ENSMUST00000216397.3	Olfr1013-202	ENSMUSG00000053287
ENSMUST00000065626.3	Olfr1013-201	ENSMUSG00000053287
ENSMUST00000213453.3	Olfr1014-202	ENSMUSG00000059379
ENSMUST00000076250.2	Olfr1014-201	ENSMUSG00000059379
ENSMUST00000215945.2	Olfr1015-203	ENSMUSG00000033850
ENSMUST00000047870.6	Olfr1015-201	ENSMUSG00000033850
ENSMUST00000216425.3	Olfr1016-202	ENSMUSG00000075209
ENSMUST00000217410.3	Olfr1016-203	ENSMUSG00000075209
ENSMUST00000099915.2	Olfr1016-201	ENSMUSG00000075209
ENSMUST00000214416.2	Olfr1018-202	ENSMUSG00000043892
ENSMUST00000054201.3	Olfr1018-201	ENSMUSG00000043892
ENSMUST00000213515.2	Olfr1019-202	ENSMUSG00000075208
ENSMUST00000102634.2	Olfr1019-201	ENSMUSG00000075208
ENSMUST00000215347.3	Olfr1020-202	ENSMUSG00000046975
ENSMUST00000055840.7	Olfr1020-201	ENSMUSG00000046975
ENSMUST00000121914.3	Olfr1021-ps1-201	ENSMUSG00000082754
ENSMUST00000054736.4	Olfr1022-201	ENSMUSG00000057761
ENSMUST00000213441.3	Olfr1023-202	ENSMUSG00000050128
ENSMUST00000056408.2	Olfr1023-201	ENSMUSG00000050128
ENSMUST00000099912.2	Olfr1024-201	ENSMUSG00000075206
ENSMUST00000213474.3	Olfr1025-202	ENSMUSG00000058884
ENSMUST00000188749.2	Olfr1025-201	ENSMUSG00000058884
ENSMUST00000219615.2	Olfr1026-203	ENSMUSG00000042863
ENSMUST00000217615.2	Olfr1026-202	ENSMUSG00000042863
ENSMUST00000056718.5	Olfr1026-201	ENSMUSG00000042863
ENSMUST00000080698.3	Olfr1028-201	ENSMUSG00000057207
ENSMUST00000217244.2	Olfr1029-202	ENSMUSG00000059873
ENSMUST00000082191.5	Olfr1029-201	ENSMUSG00000059873
ENSMUST00000056849.3	Olfr1030-201	ENSMUSG00000044923
ENSMUST00000216807.2	Olfr1031-202	ENSMUSG00000043267
ENSMUST00000050942.3	Olfr1031-201	ENSMUSG00000043267
ENSMUST00000111589.3	Olfr1032-203	ENSMUSG00000042796
ENSMUST00000079298.5	Olfr1032-202	ENSMUSG00000042796
ENSMUST00000062166.2	Olfr1032-201	ENSMUSG00000042796
ENSMUST00000213774.2	Olfr1033-201	ENSMUSG00000045392
ENSMUST00000214546.2	Olfr1033-203	ENSMUSG00000045392
ENSMUST00000215682.2	Olfr1033-204	ENSMUSG00000045392
ENSMUST00000213865.2	Olfr1033-202	ENSMUSG00000045392
ENSMUST00000218397.2	Olfr1033-205	ENSMUSG00000045392
ENSMUST00000213496.2	Olfr1034-201	ENSMUSG00000102091
ENSMUST00000164985.4	Olfr1036-201	ENSMUSG00000099820
ENSMUST00000216886.2	Olfr1037-204	ENSMUSG00000075205
ENSMUST00000213333.2	Olfr1037-202	ENSMUSG00000075205
ENSMUST00000216020.2	Olfr1037-203	ENSMUSG00000075205
ENSMUST00000099911.5	Olfr1037-201	ENSMUSG00000075205
ENSMUST00000216665.3	Olfr1038-ps-201	ENSMUSG00000050577
ENSMUST00000216566.3	Olfr1039-203	ENSMUSG00000075204
ENSMUST00000214364.2	Olfr1039-202	ENSMUSG00000075204
ENSMUST00000099910.2	Olfr1039-201	ENSMUSG00000075204
ENSMUST00000099909.2	Olfr1040-201	ENSMUSG00000075203
ENSMUST00000099908.6	Olfr1042-201	ENSMUSG00000075202
ENSMUST00000215624.2	Olfr1042-202	ENSMUSG00000075202
ENSMUST00000213949.2	Olfr1043-203	ENSMUSG00000075201
